way_of_asking,null_context,choices-all-terms,individual-declaration,ideology-declaration
direct,0.3202684827328474,0.3911003279682835,0.42529716663772565,0.33549128313806975
likely_complete,0.3562709037421317,0.36277787938665845,0.39522871658383074,0.3425301540185936
best_complete,0.33585498538456404,0.3908455407601825,0.3919895476520734,0.3389568319598262
likely_refer,0.387301279288298,0.37167179755246493,0.4119322014866396,0.36987167808314503
best_refer,0.40058507368257323,0.4055063417809796,0.4129922802865701,0.3870458374754828
